,C4,grupo
86,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.1729053e-03, 4.6303819e-04, 9.4908406e-04, ..., 2.4541668e-17,
       7.1935080e-17, 2.1054384e-17], shape=(1025,), dtype=float32))",CV
87,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6017036e-03, 7.4000988e-04, 1.2989020e-03, ..., 4.1639766e-17,
       2.9277327e-17, 8.2725853e-18], shape=(1025,), dtype=float32))",CV
88,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.1281346e-03, 1.1544039e-03, 1.2005892e-03, ..., 3.8094394e-17,
       2.8527898e-17, 1.9551310e-17], shape=(1025,), dtype=float32))",CV
89,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6360094e-03, 5.3719914e-04, 2.3491583e-03, ..., 3.4374923e-17,
       4.7804018e-17, 3.9854157e-18], shape=(1025,), dtype=float32))",CV
90,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.1196748e-03, 9.5869793e-04, 2.2339672e-03, ..., 5.7808635e-17,
       4.0192273e-17, 1.9648102e-17], shape=(1025,), dtype=float32))",CV
91,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6944893e-03, 7.2779786e-04, 1.8753677e-03, ..., 3.3915891e-17,
       4.4474752e-17, 2.2785190e-17], shape=(1025,), dtype=float32))",CV
92,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.2309345e-03, 1.2645943e-03, 1.2741680e-03, ..., 1.1398281e-16,
       7.9512187e-17, 3.8009479e-17], shape=(1025,), dtype=float32))",CV
93,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.3965493e-03, 1.0842574e-03, 2.8327790e-03, ..., 4.2894457e-17,
       3.6588276e-17, 2.3462710e-17], shape=(1025,), dtype=float32))",CV
94,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.7923062e-03, 5.6810270e-04, 1.1733843e-03, ..., 3.7036787e-17,
       4.5609978e-17, 2.2210155e-17], shape=(1025,), dtype=float32))",CV
95,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.4086581e-02, 1.4179124e-02, 1.2605516e-02, ..., 1.1765873e-16,
       7.3448596e-17, 5.8848937e-17], shape=(1025,), dtype=float32))",CV
96,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.5839588e-04, 3.4621090e-04, 7.1024761e-04, ..., 3.3086523e-17,
       2.0571810e-17, 1.3032311e-17], shape=(1025,), dtype=float32))",CV
97,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.02865878e-02, 8.60139448e-03, 3.20317000e-02, ...,
       1.36036403e-16, 2.54602063e-16, 1.02299934e-16],
      shape=(1025,), dtype=float32))",CV
98,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.9323948e-03, 8.3640002e-04, 1.5996994e-03, ..., 4.1690293e-17,
       3.3409580e-17, 2.0645879e-17], shape=(1025,), dtype=float32))",CV
99,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.3864622e-03, 9.4406551e-04, 5.0706360e-03, ..., 6.3248546e-17,
       8.6718525e-17, 3.1165952e-17], shape=(1025,), dtype=float32))",CV
100,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.0078539e-03, 1.1167462e-03, 1.4896070e-03, ..., 5.7017242e-17,
       9.2164927e-17, 3.3819101e-17], shape=(1025,), dtype=float32))",CV
101,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8818734e-03, 1.3877936e-03, 6.5367254e-03, ..., 1.0759239e-16,
       8.8200469e-17, 1.8731454e-17], shape=(1025,), dtype=float32))",CV
102,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.8630489e-03, 1.6460138e-03, 1.1633574e-03, ..., 6.2377094e-17,
       8.8050828e-17, 5.0956387e-17], shape=(1025,), dtype=float32))",CV
103,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.4413074e-02, 4.5578093e-03, 6.4128019e-02, ..., 3.0639950e-16,
       1.6374632e-16, 1.8613599e-16], shape=(1025,), dtype=float32))",CV
104,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([6.3465927e-03, 2.6784914e-03, 4.2553744e-03, ..., 1.0135197e-16,
       8.9370804e-17, 2.1088545e-17], shape=(1025,), dtype=float32))",CV
105,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.7390163e-03, 1.5618778e-03, 4.2310352e-03, ..., 5.2086537e-17,
       1.0310875e-16, 5.1582669e-17], shape=(1025,), dtype=float32))",CV
106,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.3767696e-03, 1.8318793e-03, 9.2597269e-03, ..., 6.6055428e-17,
       5.3744757e-17, 2.3206507e-17], shape=(1025,), dtype=float32))",CV
107,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6951645e-03, 1.8167640e-03, 2.8781223e-03, ..., 5.6843064e-17,
       1.3153302e-16, 1.4353192e-17], shape=(1025,), dtype=float32))",CV
108,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.7121114e-03, 1.6887945e-03, 1.7848969e-03, ..., 4.7606236e-17,
       5.1912618e-17, 1.8897987e-17], shape=(1025,), dtype=float32))",CV
109,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9231731e-03, 1.4670228e-03, 2.3783660e-03, ..., 3.1930475e-17,
       3.4023629e-17, 2.4373666e-17], shape=(1025,), dtype=float32))",CV
110,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.7337674e-03, 1.3653314e-03, 3.3728639e-03, ..., 5.2450924e-17,
       1.9803925e-17, 2.1407378e-17], shape=(1025,), dtype=float32))",CV
111,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.0068525e-03, 7.5495173e-04, 1.6413697e-03, ..., 3.5070413e-17,
       2.1530509e-17, 1.0430403e-17], shape=(1025,), dtype=float32))",CV
112,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.5750298e-03, 1.4271203e-03, 4.4976035e-03, ..., 5.9692993e-17,
       4.0160985e-17, 8.9785724e-18], shape=(1025,), dtype=float32))",CV
113,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([8.0168684e-04, 3.4997478e-04, 1.0559342e-03, ..., 4.3933852e-17,
       3.6722018e-17, 9.1436826e-18], shape=(1025,), dtype=float32))",CV
114,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.8383123e-03, 6.5142359e-04, 1.4623825e-03, ..., 1.9731368e-17,
       4.5560830e-17, 1.1888284e-17], shape=(1025,), dtype=float32))",CV
115,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6072263e-03, 5.6746381e-04, 1.6239221e-03, ..., 4.1935116e-17,
       4.0823411e-17, 1.3392421e-17], shape=(1025,), dtype=float32))",CV
116,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.46966823e-03, 6.01156033e-04, 5.15862426e-04, ...,
       4.22806356e-17, 4.14887127e-17, 1.30721635e-17],
      shape=(1025,), dtype=float32))",CV
117,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.1237974e-03, 4.7039086e-04, 1.3819069e-03, ..., 3.5393338e-17,
       5.1785718e-17, 1.6631993e-17], shape=(1025,), dtype=float32))",CV
118,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.8444993e-03, 7.7270041e-04, 1.9990222e-03, ..., 2.3178751e-17,
       4.1381278e-17, 1.1796831e-17], shape=(1025,), dtype=float32))",CV
119,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.4718776e-03, 5.8500067e-04, 1.7456694e-03, ..., 2.6079569e-17,
       4.1755594e-17, 1.4142535e-17], shape=(1025,), dtype=float32))",CV
120,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2316119e-03, 5.4281170e-04, 1.3595092e-03, ..., 4.4616911e-17,
       4.9469176e-17, 9.5593045e-18], shape=(1025,), dtype=float32))",CV
121,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.8075771e-03, 1.0298908e-03, 1.1491997e-03, ..., 3.6932397e-17,
       3.8494335e-17, 1.4672025e-17], shape=(1025,), dtype=float32))",CV
122,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2950860e-03, 4.4057469e-04, 1.6016650e-03, ..., 3.4302508e-17,
       2.9762696e-17, 1.5713927e-17], shape=(1025,), dtype=float32))",CV
123,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.3550458e-03, 6.4825465e-04, 1.1485622e-03, ..., 4.9297460e-17,
       2.1663907e-17, 1.4057130e-17], shape=(1025,), dtype=float32))",CV
124,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.1973596e-02, 5.7462882e-03, 3.8919393e-02, ..., 7.9506192e-17,
       1.5342793e-16, 6.5908812e-17], shape=(1025,), dtype=float32))",CV
125,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.7550170e-02, 4.6588266e-03, 1.7384218e-02, ..., 4.4374918e-16,
       8.2916578e-17, 1.4548191e-17], shape=(1025,), dtype=float32))",CV
126,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.1166961e-01, 6.8295397e-02, 5.9023656e-02, ..., 1.8506280e-16,
       4.1114574e-16, 1.7426516e-16], shape=(1025,), dtype=float32))",CV
127,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.9577081e-02, 2.5907932e-02, 2.0014485e-02, ..., 5.1336205e-16,
       7.3442733e-16, 5.8622044e-16], shape=(1025,), dtype=float32))",CV
128,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.8102136e-03, 1.7396011e-03, 4.7583785e-03, ..., 8.3713656e-17,
       8.4972433e-17, 4.7830687e-17], shape=(1025,), dtype=float32))",CV
129,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([9.1073113e-03, 3.1909794e-03, 1.4366590e-02, ..., 2.3039439e-16,
       8.8758948e-17, 5.3951145e-17], shape=(1025,), dtype=float32))",CV
130,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.6820217e-03, 2.0167271e-03, 1.3581158e-03, ..., 8.2457208e-17,
       8.2205507e-17, 6.2623694e-17], shape=(1025,), dtype=float32))",CV
131,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.5060437e-03, 6.2425755e-04, 1.4877194e-03, ..., 6.8863944e-17,
       9.7289609e-17, 5.5027201e-17], shape=(1025,), dtype=float32))",CV
132,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.9818286e-03, 2.3976672e-03, 1.0539404e-02, ..., 8.6206672e-17,
       6.1333338e-17, 3.1388000e-17], shape=(1025,), dtype=float32))",CV
133,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0263307e-03, 1.8995208e-03, 5.7518999e-03, ..., 8.7793019e-17,
       6.9808300e-17, 2.0268686e-17], shape=(1025,), dtype=float32))",CV
134,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.4265454e-03, 6.8960240e-04, 2.1946426e-03, ..., 7.9480768e-17,
       5.0147524e-17, 2.5381405e-17], shape=(1025,), dtype=float32))",CV
135,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2477878e-03, 6.1076414e-04, 2.5314291e-03, ..., 6.9916296e-17,
       5.9987012e-17, 1.2525593e-17], shape=(1025,), dtype=float32))",CV
136,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.2229419e-03, 1.5713678e-03, 2.7079931e-03, ..., 7.7570424e-17,
       5.1727597e-17, 1.5947356e-17], shape=(1025,), dtype=float32))",CV
137,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6911897e-03, 6.3540100e-04, 4.7687315e-03, ..., 1.9197072e-17,
       2.3614567e-17, 1.2316359e-17], shape=(1025,), dtype=float32))",CV
138,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.1059753e-03, 7.5798167e-04, 1.6065240e-03, ..., 2.8812418e-17,
       3.9911233e-17, 1.7564297e-17], shape=(1025,), dtype=float32))",CV
139,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.9359704e-03, 1.1730377e-03, 1.2319927e-03, ..., 4.0687807e-17,
       4.7112608e-17, 1.3083550e-17], shape=(1025,), dtype=float32))",CV
140,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.7822038e-03, 7.5066800e-04, 8.2185090e-04, ..., 6.3350415e-17,
       5.0403126e-17, 1.1063800e-17], shape=(1025,), dtype=float32))",CV
141,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.1374676e-03, 4.4697264e-04, 5.8279664e-04, ..., 4.8008471e-17,
       1.7271978e-17, 8.4718556e-18], shape=(1025,), dtype=float32))",CV
142,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6091114e-03, 6.1545271e-04, 1.1094444e-03, ..., 2.5001653e-17,
       3.8635221e-17, 9.6788676e-18], shape=(1025,), dtype=float32))",CV
143,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.2489900e-03, 5.9669674e-04, 1.3833387e-03, ..., 4.5402117e-17,
       4.3491072e-17, 9.2091581e-18], shape=(1025,), dtype=float32))",CV
144,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.6677321e-03, 6.4883824e-04, 1.9896145e-03, ..., 2.1277138e-17,
       4.0791978e-17, 1.5419289e-17], shape=(1025,), dtype=float32))",CV
145,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4578953e-03, 9.0204150e-04, 2.1452669e-03, ..., 9.4062926e-18,
       4.8166777e-17, 8.5188262e-18], shape=(1025,), dtype=float32))",CV
146,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.0168385e-03, 1.7497215e-03, 1.3626555e-03, ..., 2.9492076e-17,
       3.6368011e-17, 2.6076009e-17], shape=(1025,), dtype=float32))",CV
147,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([2.4147409e-03, 1.0349407e-03, 1.2636525e-03, ..., 4.8510523e-17,
       4.3700025e-17, 1.5787941e-17], shape=(1025,), dtype=float32))",CV
148,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([7.0367061e-04, 3.1399747e-04, 1.8108095e-03, ..., 2.8328660e-17,
       5.1180030e-17, 1.8207660e-17], shape=(1025,), dtype=float32))",CV
149,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0888434e-03, 1.6832681e-03, 2.2262246e-03, ..., 3.8294866e-17,
       4.1261000e-17, 2.1339056e-17], shape=(1025,), dtype=float32))",CV
150,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9979401e-03, 1.4594626e-03, 2.5135630e-03, ..., 3.8860829e-17,
       5.1974524e-17, 1.4242169e-17], shape=(1025,), dtype=float32))",CV
151,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.9149001e-03, 1.7060806e-03, 1.2134737e-02, ..., 9.5525841e-17,
       4.9297781e-17, 1.7148675e-17], shape=(1025,), dtype=float32))",CV
152,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([5.0115967e-03, 1.7711205e-03, 2.4213372e-03, ..., 2.4476147e-17,
       3.0602344e-17, 1.6351592e-17], shape=(1025,), dtype=float32))",CV
153,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.2389715e-02, 8.1134308e-03, 4.2571995e-02, ..., 1.0491465e-16,
       1.6524324e-16, 2.2872301e-16], shape=(1025,), dtype=float32))",CV
154,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([3.58669506e-03, 1.55432278e-03, 7.89299607e-03, ...,
       6.56641844e-17, 1.02018825e-16, 3.95353290e-17],
      shape=(1025,), dtype=float32))",CV
155,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.1388031e-03, 1.4693576e-03, 2.1023005e-03, ..., 4.2911007e-17,
       1.0282116e-16, 3.1843472e-17], shape=(1025,), dtype=float32))",CV
156,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.0989779e-02, 1.8676784e-02, 2.8978102e-02, ..., 2.5315364e-16,
       4.2947699e-16, 2.9196016e-16], shape=(1025,), dtype=float32))",CV
157,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([1.88626035e-03, 7.90055899e-04, 2.93104071e-03, ...,
       1.05386496e-16, 8.40115070e-17, 3.01809883e-17],
      shape=(1025,), dtype=float32))",CV
158,"(array([0.00000000e+00, 4.88281250e-01, 9.76562500e-01, ...,
       4.99023438e+02, 4.99511719e+02, 5.00000000e+02], shape=(1025,)), array([4.5301346e-03, 2.3774444e-03, 4.8180800e-03, ..., 1.2734542e-16,
       1.2346891e-16, 3.4798373e-17], shape=(1025,), dtype=float32))",CV
